,client_id,pay_dt,pay_sum,recurrentis,pay_method,pay_purpose_cat,pay_hour
6703,81662625-B780-41E6-ACEE-F8F5162E79A2,2015-07-19,101.0,1,cards,general,20
3191,81662625-B780-41E6-ACEE-F8F5162E79A2,2015-07-19,100.0,0,cards,general,20
9591,BDAA50F8-8C5B-4D26-880C-54AE83C2FE01,2015-07-20,102.0,0,cards,general,1
3296,BDAA50F8-8C5B-4D26-880C-54AE83C2FE01,2015-07-20,98.0,0,cards,general,0
6892,BDAA50F8-8C5B-4D26-880C-54AE83C2FE01,2015-07-20,6.0,0,cards,general,1
11665,E1E9B170-6909-4E04-AEA3-F806A61C5F03,2015-07-24,456.0,1,cards,general,23
13363,218FBB72-B48F-45EA-A120-5124107614B8,2015-07-24,123.0,1,cards,general,23
13340,0329CF14-1F5B-4776-9A2A-5236B02CF6AC,2015-07-24,111.0,1,cards,general,23
6565,0329CF14-1F5B-4776-9A2A-5236B02CF6AC,2015-07-24,111.0,1,cards,general,23
10821,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-24,1000.0,1,cards,general,23
902,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-25,8814.0,1,cards,general,21
11347,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-25,8814.0,1,cards,general,21
13480,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-25,8814.0,1,cards,general,21
5283,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-25,8814.0,1,cards,general,21
129,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
10619,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
507,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8816.0,1,cards,general,22
6545,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
10203,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-26,8814.0,1,cards,general,11
3177,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
9142,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-26,8814.0,1,cards,general,10
11361,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
10081,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-26,8814.0,1,cards,general,11
2577,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
2988,E275E779-6491-4391-90DB-CAB5A888D95C,2015-07-26,8814.0,1,cards,general,11
2139,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
3576,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
6296,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8815.0,1,cards,general,22
7921,417B3F81-9393-4568-B17B-F51758495158,2015-07-26,8816.0,1,cards,general,22
36,76BA991D-2994-4896-BF00-F9ECB5F19DBD,2015-07-27,100.0,1,cards,general,9
5016,78D91D47-D3DA-4EE3-BD09-86E226ADAA12,2015-07-28,101.0,1,cards,general,20
2802,22813B2C-BF74-43B0-B6FB-1414A3DB1DDC,2015-07-30,7894.0,1,cards,general,18
5421,22813B2C-BF74-43B0-B6FB-1414A3DB1DDC,2015-07-30,5546.0,1,cards,general,18
10198,22813B2C-BF74-43B0-B6FB-1414A3DB1DDC,2015-07-30,7896.0,1,cards,general,18
4104,73B1499C-ACDB-4DBD-8FCF-9372BC5170A7,2015-08-01,156.0,1,cards,general,14
9687,3C027636-5022-4252-929E-56A9EE4DEAF3,2015-08-07,400.0,0,cards,general,17
11759,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2015-08-07,1000.0,1,cards,general,16
8454,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2015-08-08,200.0,1,cards,general,14
2864,A6B2201D-133B-40F9-8792-F35BEB81E75E,2015-08-13,500.0,1,cards,general,12
5459,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-08-14,100.0,1,cards,general,13
9083,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-08-15,100.0,1,cards,general,12
8697,8FF6C695-6A45-4A2F-A235-39842D105114,2015-08-18,2000.0,0,cards,general,19
10835,438107E9-92CD-4E50-B7F1-D39A20938A55,2015-08-20,40.0,1,cards,general,19
939,E4BC642E-FBA6-4AF0-B967-F9CFEC97B12F,2015-08-22,5000.0,1,cards,general,8
4440,83A04F14-0867-40B6-BC10-73B298DA929B,2015-08-28,100.0,1,cards,general,11
9689,B9E49FE9-6994-473C-8A23-C21262563BB2,2015-09-01,1000.0,1,cards,general,17
4548,68B2D89F-1642-4572-8EF7-744E88228C75,2015-09-01,400.0,1,cards,general,22
8943,581781CC-D2DD-4394-8A1D-1EE06AF0BCD2,2015-09-01,50.0,1,cards,general,18
442,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2015-09-01,300.0,1,cards,general,21
3133,701139D2-59E6-4B84-B1FD-191459A363D8,2015-09-02,300.0,1,cards,general,9
5188,B99CC8D5-A1B2-40BC-9D88-1C375DB22F9D,2015-09-02,300.0,1,cards,general,15
9980,0867DFFF-75BD-406B-80A6-979C66BDF208,2015-09-03,1000.0,1,cards,general,13
12985,2FFBBC8D-4440-462F-ACBF-EADEBB44E5FB,2015-09-03,300.0,1,cards,general,20
261,07923DBB-392D-4448-8117-E769F52AA476,2015-09-03,300.0,1,cards,general,16
6999,1B6C2E2C-BE75-47DF-A5F5-47A4D82A2C5D,2015-09-04,300.0,1,cards,general,14
12687,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2015-09-04,300.0,1,cards,general,17
12717,D10413C4-20E7-4930-8C32-4D5C0F068EB1,2015-09-04,800.0,1,cards,general,0
12251,EB06E97C-1AC3-40FC-9FA7-23E2CDE3B878,2015-09-04,500.0,1,cards,general,23
2280,3A59FCEA-7E30-4555-9C23-BB3877439285,2015-09-05,1000.0,1,cards,general,22
6204,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,2015-09-06,10000.0,0,cards,general,19
5543,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2015-09-08,1000.0,1,cards,general,16
14019,522A99CC-8446-4DFA-B14D-7E7890423957,2015-09-09,350.0,1,cards,general,16
12823,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2015-09-09,200.0,1,cards,general,14
10518,818B5821-FA90-444E-BBC5-5D3683E3A702,2015-09-09,300.0,1,cards,general,8
7158,AA1206D2-152D-455C-B0BB-6648D2282FEE,2015-09-10,3000.0,0,cards,general,8
13462,522A99CC-8446-4DFA-B14D-7E7890423957,2015-09-10,500.0,1,cards,general,10
11910,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2015-09-12,500.0,1,cards,general,9
7407,C7E0BED8-CCA9-4B04-9C23-93C86671E218,2015-09-12,1000.0,0,cards,general,14
1886,A6B2201D-133B-40F9-8792-F35BEB81E75E,2015-09-13,500.0,1,cards,general,12
12041,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-09-14,100.0,1,cards,general,13
7231,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-09-15,100.0,1,cards,general,12
4155,FC0ED0C4-F2C2-4A0F-8EC9-4159A60FE8EF,2015-09-15,300.0,1,cards,general,10
2561,381A2117-21B6-4741-84D6-051E64E19B82,2015-09-16,400.0,1,cards,general,14
2533,6505400F-647C-4D81-8F6A-279FBE8E1D88,2015-09-20,500.0,1,cards,general,2
5791,C79E8C3E-6E98-4020-AF3F-6CA692C51D60,2015-09-20,300.0,1,cards,general,8
13301,AEC6A451-3CAC-48AB-AA9C-EA0388F44479,2015-09-20,5000.0,0,cards,general,1
7820,3BEA4E62-DBA8-4645-AF7D-D22E08DD436E,2015-09-20,250.0,0,cards,general,2
5827,438107E9-92CD-4E50-B7F1-D39A20938A55,2015-09-20,40.0,1,cards,general,19
8797,D7504BE2-6DAE-4C06-9C58-FCC96EBCF2C9,2015-09-20,500.0,1,cards,general,6
1407,C2B28548-4F98-49BA-8C51-78B924D1B7ED,2015-09-21,5000.0,0,cards,general,9
7183,8AB88688-1EAB-4F81-A373-9D4A2D88A75C,2015-09-21,10000.0,0,cards,general,12
8675,E3DA292F-8080-4C62-8B98-D5FDBA0C2D3E,2015-09-21,1000.0,0,cards,general,10
2791,E4BC642E-FBA6-4AF0-B967-F9CFEC97B12F,2015-09-22,5000.0,1,cards,general,8
1995,070F88C2-413C-4BFE-BA2F-BAE3B3ACF7A0,2015-09-24,1000.0,0,cards,general,21
2862,83A04F14-0867-40B6-BC10-73B298DA929B,2015-09-28,100.0,1,cards,general,11
2804,581781CC-D2DD-4394-8A1D-1EE06AF0BCD2,2015-10-01,50.0,1,cards,general,18
7378,68B2D89F-1642-4572-8EF7-744E88228C75,2015-10-01,400.0,1,cards,general,22
7804,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2015-10-01,300.0,1,cards,general,21
11458,B9E49FE9-6994-473C-8A23-C21262563BB2,2015-10-02,1000.0,1,cards,general,17
1054,B99CC8D5-A1B2-40BC-9D88-1C375DB22F9D,2015-10-02,300.0,1,cards,general,15
8881,701139D2-59E6-4B84-B1FD-191459A363D8,2015-10-02,300.0,1,cards,general,9
2206,0867DFFF-75BD-406B-80A6-979C66BDF208,2015-10-03,1000.0,1,cards,general,13
7001,8613B062-49AA-40F6-B84F-D0C2F194C8A4,2015-10-03,300.0,1,cards,general,15
8483,07923DBB-392D-4448-8117-E769F52AA476,2015-10-03,300.0,1,cards,general,16
2759,2FFBBC8D-4440-462F-ACBF-EADEBB44E5FB,2015-10-03,300.0,1,cards,general,20
160,1B6C2E2C-BE75-47DF-A5F5-47A4D82A2C5D,2015-10-04,300.0,1,cards,general,14
11639,EB06E97C-1AC3-40FC-9FA7-23E2CDE3B878,2015-10-04,500.0,1,cards,general,23
13944,D10413C4-20E7-4930-8C32-4D5C0F068EB1,2015-10-04,800.0,1,cards,general,0
5650,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2015-10-04,300.0,1,cards,general,17
4312,43B823C4-AA47-4D65-A0D0-499EFA1FEDEB,2015-10-05,500.0,0,cards,general,20
7091,3A59FCEA-7E30-4555-9C23-BB3877439285,2015-10-05,1000.0,1,cards,general,22
5435,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2015-10-07,1000.0,1,cards,general,16
12220,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2015-10-08,200.0,1,cards,general,14
13518,818B5821-FA90-444E-BBC5-5D3683E3A702,2015-10-09,300.0,1,cards,general,8
12554,522A99CC-8446-4DFA-B14D-7E7890423957,2015-10-09,350.0,1,cards,general,16
4928,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2015-10-12,500.0,1,cards,general,9
11928,A6B2201D-133B-40F9-8792-F35BEB81E75E,2015-10-13,500.0,1,cards,general,12
11305,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-10-14,100.0,1,cards,general,13
8330,145D02D8-BCBB-4F11-8863-F31F4EB4497B,2015-10-15,20000.0,0,cards,general,11
678,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-10-15,100.0,1,cards,general,12
7093,DA33B345-4BBA-4262-8B0D-A83360D2A68B,2015-10-15,2000.0,0,cards,general,13
6581,BA0ED62F-CFAB-4CC4-9D2B-5110BB3449F2,2015-10-15,1000.0,1,cards,general,21
12820,FC0ED0C4-F2C2-4A0F-8EC9-4159A60FE8EF,2015-10-15,300.0,1,cards,general,10
6822,381A2117-21B6-4741-84D6-051E64E19B82,2015-10-16,400.0,1,cards,general,14
2242,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,2015-10-18,5000.0,1,cards,general,14
8051,748D46B3-FD77-4988-8AE7-5DAB6BB9D329,2015-10-19,300.0,1,cards,general,22
3587,14E266CF-BFAF-4413-853A-A59F0A6E48D4,2015-10-20,500.0,1,cards,general,14
8170,1F657891-79B9-4EFF-8EC3-D3807F97BF9B,2015-10-20,500.0,1,cards,general,18
1706,438107E9-92CD-4E50-B7F1-D39A20938A55,2015-10-20,40.0,1,cards,general,19
12036,D7504BE2-6DAE-4C06-9C58-FCC96EBCF2C9,2015-10-20,500.0,1,cards,general,7
1569,6505400F-647C-4D81-8F6A-279FBE8E1D88,2015-10-20,500.0,1,cards,general,2
3287,C79E8C3E-6E98-4020-AF3F-6CA692C51D60,2015-10-21,300.0,1,cards,general,8
2850,E4BC642E-FBA6-4AF0-B967-F9CFEC97B12F,2015-10-22,5000.0,1,cards,general,8
11396,8FD257F2-771E-4A74-8683-8A445821ED74,2015-10-26,500.0,0,cards,general,22
6309,29AD9812-70D7-4934-AE80-6988914F1836,2015-10-27,1000.0,1,cards,general,10
13327,6E8EB51C-8866-4CA9-9BC2-461A6A732C02,2015-10-28,180.0,0,cards,general,10
8564,83A04F14-0867-40B6-BC10-73B298DA929B,2015-10-28,100.0,1,cards,general,11
9168,982256ED-68E4-4ED8-8EA8-5DD9CD4DDBC8,2015-10-29,100.0,1,cards,general,12
12767,581781CC-D2DD-4394-8A1D-1EE06AF0BCD2,2015-11-01,50.0,1,cards,general,18
4716,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2015-11-01,300.0,1,cards,general,21
3778,B9E49FE9-6994-473C-8A23-C21262563BB2,2015-11-01,1000.0,1,cards,general,17
13844,68B2D89F-1642-4572-8EF7-744E88228C75,2015-11-01,400.0,1,cards,general,22
8529,701139D2-59E6-4B84-B1FD-191459A363D8,2015-11-02,300.0,1,cards,general,9
2021,8613B062-49AA-40F6-B84F-D0C2F194C8A4,2015-11-03,300.0,1,cards,general,15
12835,0867DFFF-75BD-406B-80A6-979C66BDF208,2015-11-03,1000.0,1,cards,general,13
2420,07923DBB-392D-4448-8117-E769F52AA476,2015-11-03,300.0,1,cards,general,16
8087,EB06E97C-1AC3-40FC-9FA7-23E2CDE3B878,2015-11-04,500.0,1,cards,general,23
7571,1B6C2E2C-BE75-47DF-A5F5-47A4D82A2C5D,2015-11-04,300.0,1,cards,general,14
13711,D10413C4-20E7-4930-8C32-4D5C0F068EB1,2015-11-04,800.0,1,cards,general,0
7977,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2015-11-04,300.0,1,cards,general,17
12174,6E8EB51C-8866-4CA9-9BC2-461A6A732C02,2015-11-05,60.0,0,cards,general,7
12869,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2015-11-07,1000.0,1,cards,general,16
4656,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2015-11-08,200.0,1,cards,general,14
10420,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2015-11-08,100.0,1,cards,general,19
6427,522A99CC-8446-4DFA-B14D-7E7890423957,2015-11-09,350.0,1,cards,general,16
13904,818B5821-FA90-444E-BBC5-5D3683E3A702,2015-11-10,300.0,1,cards,general,8
9012,6E8EB51C-8866-4CA9-9BC2-461A6A732C02,2015-11-10,35.0,0,cards,general,17
10614,54A2C5E2-6685-4B2E-8E2A-FC503D9D2144,2015-11-12,1000.0,0,cards,general,11
10910,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2015-11-12,500.0,1,cards,general,9
4080,A6B2201D-133B-40F9-8792-F35BEB81E75E,2015-11-13,500.0,1,cards,general,12
7684,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-11-14,100.0,1,cards,general,13
3471,FC0ED0C4-F2C2-4A0F-8EC9-4159A60FE8EF,2015-11-15,300.0,1,cards,general,10
2609,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-11-15,100.0,1,cards,general,12
12386,381A2117-21B6-4741-84D6-051E64E19B82,2015-11-16,400.0,1,cards,general,14
9157,B8F67F6A-D78B-4078-9CF6-BC5F4D0E373A,2015-11-17,7350.0,0,cards,general,21
4098,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2015-11-18,1000.0,1,cards,general,1
13197,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,2015-11-18,5000.0,1,cards,general,14
12105,748D46B3-FD77-4988-8AE7-5DAB6BB9D329,2015-11-19,300.0,1,cards,general,22
4195,438107E9-92CD-4E50-B7F1-D39A20938A55,2015-11-20,40.0,1,cards,general,19
7908,C79E8C3E-6E98-4020-AF3F-6CA692C51D60,2015-11-20,300.0,1,cards,general,8
1767,1F657891-79B9-4EFF-8EC3-D3807F97BF9B,2015-11-20,500.0,1,cards,general,18
12169,14E266CF-BFAF-4413-853A-A59F0A6E48D4,2015-11-20,500.0,1,cards,general,14
9577,6505400F-647C-4D81-8F6A-279FBE8E1D88,2015-11-20,500.0,1,cards,general,2
7244,D7504BE2-6DAE-4C06-9C58-FCC96EBCF2C9,2015-11-20,500.0,1,cards,general,7
2234,FC9E24D5-ABCA-46A4-B4E2-08EA62BE0F53,2015-11-21,100.0,1,cards,general,11
8828,E4BC642E-FBA6-4AF0-B967-F9CFEC97B12F,2015-11-22,5000.0,1,cards,general,8
3300,29AD9812-70D7-4934-AE80-6988914F1836,2015-11-27,1000.0,1,cards,general,10
4535,83A04F14-0867-40B6-BC10-73B298DA929B,2015-11-28,100.0,1,cards,general,11
5670,982256ED-68E4-4ED8-8EA8-5DD9CD4DDBC8,2015-11-29,100.0,1,cards,general,13
6561,B9E49FE9-6994-473C-8A23-C21262563BB2,2015-12-01,1000.0,1,cards,general,17
13710,68B2D89F-1642-4572-8EF7-744E88228C75,2015-12-01,400.0,1,cards,general,22
10052,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2015-12-01,300.0,1,cards,general,21
1533,701139D2-59E6-4B84-B1FD-191459A363D8,2015-12-02,300.0,1,cards,general,9
8018,18188264-2281-4CFA-BF12-D201F0E7037E,2015-12-03,200.0,1,cards,general,23
267,8613B062-49AA-40F6-B84F-D0C2F194C8A4,2015-12-03,300.0,1,cards,general,15
8052,07923DBB-392D-4448-8117-E769F52AA476,2015-12-03,300.0,1,cards,general,16
10439,E7F8B03E-EA74-4F0C-BFDC-1E86AE7A619E,2015-12-03,100.0,1,cards,general,22
757,45BBC02C-0235-42EB-9316-9C7D6CBA0E68,2015-12-03,500.0,0,cards,general,22
9806,0867DFFF-75BD-406B-80A6-979C66BDF208,2015-12-03,1000.0,1,cards,general,13
2306,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2015-12-03,500.0,1,cards,general,22
10412,D10413C4-20E7-4930-8C32-4D5C0F068EB1,2015-12-04,800.0,1,cards,general,0
12738,1B6C2E2C-BE75-47DF-A5F5-47A4D82A2C5D,2015-12-04,300.0,1,cards,general,14
11754,9D8F93B1-FD27-45FA-8B2A-C999B90A1F57,2015-12-04,100.0,1,cards,general,10
10937,75162895-69C7-4AED-84DF-9CD915CA9B28,2015-12-04,500.0,1,cards,general,0
4683,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2015-12-04,300.0,1,cards,general,17
6338,EB06E97C-1AC3-40FC-9FA7-23E2CDE3B878,2015-12-04,500.0,1,cards,general,23
5264,668758E1-DA8B-46AB-88F8-172994CA0F58,2015-12-04,500.0,1,cards,general,10
12005,2AEBC158-AF46-4976-BD84-954060A09133,2015-12-04,200.0,1,cards,general,11
8999,7710C477-0BE7-4253-B0E0-3B534215C099,2015-12-05,100.0,1,cards,general,1
8135,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2015-12-07,1000.0,1,cards,general,16
4383,8CBFF8AB-3153-473A-BE84-0079B873EA33,2015-12-07,7000.0,1,cards,general,18
8701,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2015-12-08,100.0,1,cards,general,19
2156,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2015-12-08,200.0,1,cards,general,14
1897,522A99CC-8446-4DFA-B14D-7E7890423957,2015-12-09,350.0,1,cards,general,16
4521,818B5821-FA90-444E-BBC5-5D3683E3A702,2015-12-09,300.0,1,cards,general,8
2359,E3DA292F-8080-4C62-8B98-D5FDBA0C2D3E,2015-12-10,1000.0,0,cards,general,12
3168,91478E1B-C882-4F24-A435-FC4930218C4A,2015-12-11,200.0,1,cards,general,17
5059,21993D6F-A2BD-456A-B5E6-9DBA1C21A405,2015-12-11,1000.0,0,cards,general,11
8480,89E3F7C6-D6FF-43D9-BB24-F4823E22F4AE,2015-12-11,1000.0,0,cards,general,14
14038,0B6DA68C-558B-4153-806E-B1D775585B88,2015-12-12,100.0,1,cards,general,14
8157,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2015-12-12,500.0,1,cards,general,9
220,A6B2201D-133B-40F9-8792-F35BEB81E75E,2015-12-13,500.0,1,cards,general,12
2257,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-12-14,100.0,1,cards,general,13
9130,5D278F71-B8C6-4F31-852E-B5E65AE16B44,2015-12-15,500.0,0,cards,general,15
9432,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2015-12-15,100.0,1,cards,general,12
8518,7ACDD152-9159-4D02-8056-C422638E06A0,2015-12-16,1000.0,1,cards,general,17
3292,381A2117-21B6-4741-84D6-051E64E19B82,2015-12-16,400.0,1,cards,general,14
12844,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2015-12-18,1000.0,1,cards,general,1
6307,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,2015-12-18,5000.0,1,cards,general,14
12527,748D46B3-FD77-4988-8AE7-5DAB6BB9D329,2015-12-19,300.0,1,cards,general,22
3970,D7504BE2-6DAE-4C06-9C58-FCC96EBCF2C9,2015-12-20,500.0,1,cards,general,7
3209,6505400F-647C-4D81-8F6A-279FBE8E1D88,2015-12-20,500.0,1,cards,general,2
2322,438107E9-92CD-4E50-B7F1-D39A20938A55,2015-12-20,40.0,1,cards,general,19
9666,C79E8C3E-6E98-4020-AF3F-6CA692C51D60,2015-12-20,300.0,1,cards,general,8
2554,14E266CF-BFAF-4413-853A-A59F0A6E48D4,2015-12-20,500.0,1,cards,general,14
7109,E4BC642E-FBA6-4AF0-B967-F9CFEC97B12F,2015-12-22,5000.0,1,cards,general,8
3733,B301813C-B03F-4421-AEC6-CD32E19A53D3,2015-12-24,1000.0,0,cards,general,18
2692,2283376F-BE00-4342-A87E-271DAA7B2332,2015-12-25,100.0,1,cards,general,18
4704,DAF6BA5C-8F1E-400B-94D3-7A0FB19B311E,2015-12-25,100.0,0,cards,general,11
2376,29AD9812-70D7-4934-AE80-6988914F1836,2015-12-27,1000.0,1,cards,general,10
7084,83A04F14-0867-40B6-BC10-73B298DA929B,2015-12-28,100.0,1,cards,general,11
10544,D04CA023-B55F-463B-AE29-55B7C44EF420,2015-12-29,10000.0,0,cards,general,19
6050,D508ED06-8194-4BCD-917D-2ECC832AB739,2015-12-29,200.0,1,cards,general,12
3397,C06E7FBC-39A9-4CDC-B1B4-FBE0901F3A26,2015-12-29,500.0,0,cards,general,16
3976,982256ED-68E4-4ED8-8EA8-5DD9CD4DDBC8,2015-12-29,100.0,1,cards,general,13
2910,EFC184BD-199E-489F-BBD1-9DA44DE82D3D,2015-12-30,2500.0,0,cards,general,1
5153,38D20059-1D21-4551-898C-0F0814ED67A6,2015-12-31,10000.0,0,cards,general,20
5970,DBEA0A21-2566-4E33-8436-51750A6C7A1B,2016-01-01,300.0,1,cards,general,21
4817,68B2D89F-1642-4572-8EF7-744E88228C75,2016-01-01,400.0,1,cards,general,22
10735,B9E49FE9-6994-473C-8A23-C21262563BB2,2016-01-01,1000.0,1,cards,general,17
11779,701139D2-59E6-4B84-B1FD-191459A363D8,2016-01-02,300.0,1,cards,general,9
2341,0867DFFF-75BD-406B-80A6-979C66BDF208,2016-01-03,1000.0,1,cards,general,13
6990,E7F8B03E-EA74-4F0C-BFDC-1E86AE7A619E,2016-01-03,100.0,1,cards,general,23
9253,14607726-6FE8-4F8B-9B3F-6257DAE5DDF0,2016-01-03,500.0,1,cards,general,22
12739,07923DBB-392D-4448-8117-E769F52AA476,2016-01-03,300.0,1,cards,general,16
10556,668758E1-DA8B-46AB-88F8-172994CA0F58,2016-01-04,500.0,1,cards,general,10
10384,75162895-69C7-4AED-84DF-9CD915CA9B28,2016-01-04,500.0,1,cards,general,0
11591,D10413C4-20E7-4930-8C32-4D5C0F068EB1,2016-01-04,800.0,1,cards,general,0
3965,3A6E0A60-DD20-4A55-B3E3-AB20C3681881,2016-01-04,300.0,1,cards,general,17
4685,18188264-2281-4CFA-BF12-D201F0E7037E,2016-01-04,200.0,1,cards,general,23
10773,1B6C2E2C-BE75-47DF-A5F5-47A4D82A2C5D,2016-01-04,300.0,1,cards,general,14
7408,2AEBC158-AF46-4976-BD84-954060A09133,2016-01-04,200.0,1,cards,general,11
9353,7710C477-0BE7-4253-B0E0-3B534215C099,2016-01-05,100.0,1,cards,general,1
4922,DA2317C8-5497-433F-A416-D82EB1C91158,2016-01-07,150.0,1,cards,general,12
5801,8CBFF8AB-3153-473A-BE84-0079B873EA33,2016-01-07,7000.0,1,cards,general,18
9350,0729521E-F5EF-44F5-BDFE-F4C5E56BB7E0,2016-01-07,1000.0,1,cards,general,16
4968,CBAB3A74-B9ED-414C-9B70-EA90FD63F812,2016-01-08,100.0,1,cards,general,19
1718,64AE2C89-F75D-46C4-811C-CF199C3A43C9,2016-01-09,200.0,1,cards,general,14
5739,522A99CC-8446-4DFA-B14D-7E7890423957,2016-01-09,350.0,1,cards,general,16
3494,818B5821-FA90-444E-BBC5-5D3683E3A702,2016-01-09,300.0,1,cards,general,8
9342,91478E1B-C882-4F24-A435-FC4930218C4A,2016-01-11,200.0,1,cards,general,17
6956,E7B2C91F-F82B-48A8-89DA-4A2A0202F1B2,2016-01-12,500.0,1,cards,general,9
263,0B6DA68C-558B-4153-806E-B1D775585B88,2016-01-12,100.0,1,cards,general,14
10642,AA1206D2-152D-455C-B0BB-6648D2282FEE,2016-01-13,3000.0,0,cards,general,9
613,A6B2201D-133B-40F9-8792-F35BEB81E75E,2016-01-13,500.0,1,cards,general,12
323,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2016-01-14,100.0,1,cards,general,13
3060,4A6E53AD-4134-499F-8FA5-FBBEA120687A,2016-01-15,100.0,1,cards,general,12
12779,FC9E24D5-ABCA-46A4-B4E2-08EA62BE0F53,2016-01-15,100.0,1,cards,general,15
1449,3A59FCEA-7E30-4555-9C23-BB3877439285,2016-01-15,1000.0,1,cards,general,16
3005,3A59FCEA-7E30-4555-9C23-BB3877439285,2016-01-16,1000.0,1,cards,general,16
4902,EB06E97C-1AC3-40FC-9FA7-23E2CDE3B878,2016-01-16,500.0,1,cards,general,15
11710,8613B062-49AA-40F6-B84F-D0C2F194C8A4,2016-01-16,500.0,1,cards,general,14
12210,3023E1B7-8330-4949-9563-809DD03208B4,2016-01-16,1000.0,1,cards,general,4
13192,381A2117-21B6-4741-84D6-051E64E19B82,2016-01-16,400.0,1,cards,general,14
11422,3A59FCEA-7E30-4555-9C23-BB3877439285,2016-01-17,1000.0,1,cards,general,16
7726,B8F67F6A-D78B-4078-9CF6-BC5F4D0E373A,2016-01-18,14431.0,0,cards,general,14
8775,8C612BDF-EA62-46C3-9A3E-097BF6D4DE89,2016-01-18,5000.0,1,cards,general,14
4377,1D5D3174-7439-4548-90ED-F87326809CD4,2016-01-18,200.0,1,cards,general,22
3482,8A8DAECD-40B3-4A41-B53C-06A62BE672E6,2016-01-18,1000.0,1,cards,general,9
13023,748D46B3-FD77-4988-8AE7-5DAB6BB9D329,2016-01-19,300.0,1,cards,general,22
7133,14E266CF-BFAF-4413-853A-A59F0A6E48D4,2016-01-20,500.0,1,cards,general,14
4260,C79E8C3E-6E98-4020-AF3F-6CA692C51D60,2016-01-20,300.0,1,cards,general,8
5513,438107E9-92CD-4E50-B7F1-D39A20938A55,2016-01-20,40.0,1,cards,general,19
4370,6505400F-647C-4D81-8F6A-279FBE8E1D88,2016-01-20,500.0,1,cards,general,2
